UID,Name,Position,Age,Height,Min WD,Wage,Personality,Expires,Mins,Club,Division,season,possession,Pas %,Hdr %,Tck R,Poss Lost/90,Poss Won/90,Hdr %,Hdrs  W/90,Tck R,Hdrs W/90,Tck/90,Blk/90,Poss Won/90,Poss Lost/90
2000135400,Declan Hutchings,D/M (C),19,"5'11""",0,475,,30/6/2025,3879,Weston-super-Mare,Vanarama National League South,1,50,86.0,67.0,86.0,3.48,16.06,67.0,0.0,86.0,4.62,0.86,0.51,16.06,3.48
90057675,Dwayne Wiley,D (C),32,"6'1""",0,300,,30/6/2024,1551,Alfreton,Vanarama National League North,1,51,76.0,67.0,74.0,12.19,14.74,67.0,0.0,74.0,5.45,1.8,0.35,14.74,12.19
56000036,Shaun Williams,"DM, M (C)",37,"6'0""",0,750,,30/6/2025,1356,Hartlepool,Vanarama National League,1,50,91.0,66.0,76.0,8.36,12.15,66.0,0.0,76.0,3.65,1.46,0.53,12.15,8.36
28115521,Jordan Thomas,D (R),23,"5'10""",0,425,,30/6/2027,3699,Hampton & Richmond,Vanarama National League South,1,50,84.0,66.0,83.0,13.11,11.95,66.0,0.0,83.0,3.72,2.02,0.51,11.95,13.11
2000141028,Roddy McGlinchey,"DM, M (C)",19,"6'2""",0,400,,30/6/2024,1124,Banbury,Vanarama National League North,1,44,87.0,66.0,79.0,5.52,7.61,66.0,0.0,79.0,3.76,0.88,0.24,7.61,5.52
28116464,Cameron Evans,D (C),23,"5'11""",0,230,,-,3220,Taunton,Vanarama National League South,1,50,83.0,66.0,74.0,3.75,16.94,66.0,0.0,74.0,5.00,0.73,0.59,16.94,3.75
90076147,Toby Lees,D (C),27,"6'3""",0,400,,30/6/2024,2444,Darlington,Vanarama National League North,1,49,82.0,66.0,75.0,9.83,12.19,66.0,0.0,75.0,5.49,1.58,0.81,12.19,9.83
2000101650,Kyle Fanning,"D (C), DM",19,"6'4""",0,475,,30/6/2024,1941,Curzon Ashton,Vanarama National League North,1,46,89.0,66.0,79.0,7.56,10.2,66.0,0.0,79.0,4.03,1.76,0.28,10.2,7.56
2000045041,Cianole Nguepissi,D (C),20,"5'11""",0,525,,30/6/2025,3593,Torquay,Vanarama National League South,1,52,87.0,66.0,74.0,3.93,16.21,66.0,0.0,74.0,5.06,0.98,0.50,16.21,3.93
29171001,Ryan Law,D/WB (L),24,"6'0""",0,300,,30/6/2025,3764,Truro,Vanarama National League South,1,48,81.0,66.0,87.0,12.43,12.48,66.0,0.0,87.0,4.38,2.77,0.55,12.48,12.43
28028342,Blair Adams,D/WB (L),32,"5'11""",0,575,,30/6/2024,2596,South Shields,Vanarama National League North,1,50,87.0,66.0,84.0,10.64,13.56,66.0,0.0,84.0,4.61,1.77,0.94,13.56,10.64
2000058113,Kyle Smith,"D (RC), WB (R)",19,"5'8""",0,675,,30/6/2025,3891,Worthing,Vanarama National League South,1,50,89.0,65.0,85.0,3.72,14.23,65.0,0.0,85.0,5.00,0.9,0.56,14.23,3.72
89061033,George Carline,D/WB (R),31,"6'2""",0,825,,30/6/2024,2711,Brackley,Vanarama National League North,1,45,82.0,65.0,79.0,16.23,14.31,65.0,0.0,79.0,6.31,1.76,0.73,14.31,16.23
29219537,Brad Nicholson,D (LC),25,"6'2""",0,325,,30/6/2025,2092,Boston Utd,Vanarama National League North,1,58,82.0,65.0,78.0,13.25,14.07,65.0,0.0,78.0,4.90,1.85,0.73,14.07,13.25
29083573,Bradley Barry,D/WB (R),29,"5'11""",0,"1,200",,30/6/2025,4771,Eastbourne Borough,Vanarama National League South,1,57,85.0,65.0,83.0,15.36,11.81,65.0,0.0,83.0,3.85,2.47,0.47,11.81,15.36
2000105664,Jem Hewlett,D (C),19,"6'2""",0,575,,30/6/2025,3478,Chippenham,Vanarama National League South,1,51,83.0,65.0,84.0,3.6,18.99,65.0,0.0,84.0,5.28,1.09,0.54,18.99,3.6
29191692,Will Dean,DM,23,"5'10""",0,180,,-,3731,Truro,Vanarama National League South,1,48,87.0,64.0,77.0,6.61,11.53,64.0,0.0,77.0,3.23,1.86,0.41,11.53,6.61
89066034,Alfy Whittingham,"DM, M (C)",25,"6'0""",0,475,,30/6/2026,2834,Hampton & Richmond,Vanarama National League South,1,50,89.0,64.0,86.0,6.32,12.77,64.0,0.0,86.0,2.41,1.78,0.44,12.77,6.32
29214239,Reece Staunton,D (C),22,"6'0""",0,350,,30/6/2025,4590,Spennymoor,Vanarama National League North,1,46,83.0,64.0,73.0,9.67,11.92,64.0,0.0,73.0,3.57,0.86,0.67,11.92,9.67
2000280919,Dan Bayliss,D (C),25,"6'0""",0,350,,30/5/2025,4335,Slough,Vanarama National League South,1,50,85.0,64.0,72.0,3.72,14.37,64.0,0.0,72.0,5.21,1.0,0.48,14.37,3.72
2000039630,Kyle Ajayi,D (C),23,"6'2""",0,0,,-,1818,Hemel Hempstead,Vanarama National League South,1,46,83.0,64.0,88.0,5.2,12.38,64.0,0.0,88.0,5.94,1.09,0.40,12.38,5.2
90040871,Ryan Fryatt,D (C),30,"6'1""",0,400,,30/6/2024,2563,Peterborough Sports,Vanarama National League North,1,47,76.0,64.0,80.0,11.1,12.92,64.0,0.0,80.0,5.41,1.26,0.42,12.92,11.1
28059654,Will Hayhurst,D/WB (L),30,"5'9""",0,230,,30/6/2024,3868,Curzon Ashton,Vanarama National League North,1,46,81.0,64.0,80.0,14.54,11.8,64.0,0.0,80.0,3.93,2.05,0.88,11.8,14.54
31035528,Sam Beard,D/WB (L),26,"5'8""",0,"1,000",,30/6/2025,4058,Eastbourne Borough,Vanarama National League South,1,57,84.0,64.0,89.0,14.15,12.42,64.0,0.0,89.0,2.91,2.24,0.80,12.42,14.15
2000040232,Danny Benson,D (C),20,"6'1""",0,850,,30/6/2025,2616,Maidstone,Vanarama National League South,1,50,85.0,64.0,79.0,4.64,13.31,64.0,0.0,79.0,4.20,1.14,0.38,13.31,4.64
29174585,Jack Bodenham,D (C),24,"6'2""",0,400,,30/6/2024,4495,Blyth,Vanarama National League North,1,64,91.0,64.0,79.0,8.15,12.99,64.0,0.0,79.0,4.93,0.9,0.46,12.99,8.15
29191693,Jordan Dyer,D (C),24,"6'0""",0,425,,30/6/2026,2366,Bath City,Vanarama National League South,1,50,86.0,63.0,80.0,3.88,17.99,63.0,0.0,80.0,4.49,0.91,0.30,17.99,3.88
29193653,Dominic Revan,D (C),23,"6'4""",0,475,,30/6/2026,2950,Hampton & Richmond,Vanarama National League South,1,50,84.0,63.0,81.0,5.46,16.41,63.0,0.0,81.0,5.13,1.31,0.61,16.41,5.46
20050511,Richard Bryan,D (R),28,"5'10""",0,825,,30/6/2024,3142,South Shields,Vanarama National League North,1,50,89.0,63.0,81.0,9.91,12.63,63.0,0.0,81.0,3.67,1.49,0.77,12.63,9.91
2000135380,Nana Owusu-Gyimah,D/WB (R),19,"5'10""",0,475,,30/6/2025,1867,Torquay,Vanarama National League South,1,52,83.0,63.0,92.0,13.45,12.73,63.0,0.0,92.0,4.92,2.89,0.48,12.73,13.45
28124739,Cameron Jessup,D (C),21,"6'0""",0,300,,30/6/2024,4406,Darlington,Vanarama National League North,1,49,83.0,63.0,82.0,8.91,11.64,63.0,0.0,82.0,4.56,0.94,0.29,11.64,8.91
2000165812,Eduino Vaz,D (L),20,"6'0""",0,0,,-,3281,Aveley,Vanarama National League South,1,44,83.0,63.0,87.0,12.89,12.97,63.0,0.0,87.0,3.76,2.47,0.74,12.97,12.89
29159617,Mike Calveley,"DM, M (C)",24,"6'1""",0,350,,30/6/2025,4106,Chorley,Vanarama National League North,1,59,86.0,63.0,73.0,6.77,7.96,63.0,0.0,73.0,2.59,1.8,0.31,7.96,6.77
2000198889,Will Larvin,D (C),18,"5'10""",0,325,,30/6/2025,1160,Taunton,Vanarama National League South,1,50,85.0,63.0,87.0,4.5,8.92,63.0,0.0,87.0,5.28,1.01,0.62,8.92,4.5
28105657,Owen Gallacher,D/WB (L),25,"5'9""",0,350,,30/6/2024,4098,Spennymoor,Vanarama National League North,1,46,84.0,63.0,86.0,12.3,13.97,63.0,0.0,86.0,3.93,2.28,0.48,13.97,12.3
89061641,Imran Uche,"DM, M (C)",25,"6'4""",0,600,,30/6/2024,2478,Eastbourne Borough,Vanarama National League South,1,57,87.0,63.0,74.0,7.23,11.51,63.0,0.0,74.0,3.12,1.89,0.44,11.51,7.23
29005706,Josh Coulson,D (C),35,"6'3""",0,"1,100",,30/6/2024,3044,King's Lynn,Vanarama National League North,1,50,83.0,63.0,78.0,8.96,12.18,63.0,0.0,78.0,5.91,0.86,0.65,12.18,8.96
29107492,Declan Weeks,"DM, M (C)",28,"5'9""",0,400,,30/6/2026,4424,Chester,Vanarama National League North,1,47,89.0,63.0,74.0,10.86,7.97,63.0,0.0,74.0,2.56,1.4,0.28,7.97,10.86
2000166425,Casey Shann,D/WB (L),20,"6'0""",0,825,,30/6/2025,3927,Worthing,Vanarama National League South,1,50,85.0,63.0,86.0,15.01,10.27,63.0,0.0,86.0,3.83,2.43,0.69,10.27,15.01
2000142141,Nathan James,D (C),19,"6'1""",0,475,,30/6/2024,2436,Maidstone,Vanarama National League South,1,50,88.0,62.0,86.0,4.36,16.77,62.0,0.0,86.0,5.76,1.15,0.55,16.77,4.36
2000036792,Jevon Mills,D (C),20,"6'0""",0,825,,30/6/2024,3921,Maidstone,Vanarama National League South,1,50,83.0,62.0,74.0,4.32,16.0,62.0,0.0,74.0,5.55,0.78,0.55,16.0,4.32
29139318,Cameron James,"DM, M (C)",26,"6'0""",0,550,,30/6/2026,4191,Chelmsford,Vanarama National League South,1,56,85.0,62.0,79.0,9.43,13.72,62.0,0.0,79.0,3.37,1.98,0.41,13.72,9.43
29031124,Chris Atkinson,"DM, M (C)",32,"6'1""",0,275,,30/6/2025,4150,Farsley,Vanarama National League North,1,46,86.0,62.0,79.0,9.24,9.48,62.0,0.0,79.0,3.14,1.67,0.76,9.48,9.24
2000074547,Sebastian Dabrowski,D (L),18,"5'11""",0,750,,30/6/2025,1004,Bath City,Vanarama National League South,1,50,89.0,62.0,81.0,13.09,16.4,62.0,0.0,81.0,4.03,2.69,0.81,16.4,13.09
29187947,Tom Pugh,"DM, M (C)",23,"5'10""",0,850,,30/6/2026,1695,Scunthorpe,Vanarama National League North,1,64,89.0,62.0,81.0,7.81,7.86,62.0,0.0,81.0,2.81,2.28,0.32,7.86,7.81
152985,Michael Bostwick,D (C),36,"6'4""",0,925,,30/6/2024,3465,Boston Utd,Vanarama National League North,1,58,85.0,61.0,81.0,7.9,8.62,61.0,0.0,81.0,5.40,1.69,0.34,8.62,7.9
2000219410,Sam Odaudu,D (L),21,"6'1""",0,300,,30/5/2025,3579,Dartford,Vanarama National League South,1,51,86.0,61.0,82.0,13.2,11.67,61.0,0.0,82.0,4.25,2.24,0.65,11.67,13.2
89044152,Shamir Mullings,ST (C),30,"6'5""",0,140,,30/6/2025,1095,Truro,Vanarama National League South,1,48,85.0,61.0,96.0,22.85,2.63,61.0,0.0,96.0,4.85,1.89,0.41,2.63,22.85
52001886,Michael Smith,D/WB (R),35,"5'11""",0,"1,700",,30/6/2025,3044,Yeovil,Vanarama National League South,1,50,84.0,60.0,88.0,9.73,20.81,60.0,0.0,88.0,4.43,2.01,0.62,20.81,9.73
2000107842,Harrison Clark,"D (C), DM",21,"6'0""",0,275,,30/6/2025,1490,Blyth,Vanarama National League North,1,64,90.0,60.0,86.0,9.72,12.87,60.0,0.0,86.0,5.32,1.15,0.48,12.87,9.72
5113684,John White,D (C),37,"6'0""",0,240,,30/6/2025,1693,Braintree,Vanarama National League South,1,50,87.0,60.0,89.0,4.52,10.84,60.0,0.0,89.0,4.84,0.85,0.64,10.84,4.52
5109673,Martin Woods,M (C),38,"5'9""",0,400,,30/6/2024,2678,Boston Utd,Vanarama National League North,1,58,84.0,60.0,88.0,10.75,7.09,60.0,0.0,88.0,3.36,2.02,0.60,7.09,10.75
28028945,Lee Hodson,D (R),32,"5'11""",0,825,,30/6/2025,2929,Eastleigh,Vanarama National League,1,54,86.0,60.0,78.0,14.23,11.92,60.0,0.0,78.0,3.90,1.91,0.65,11.92,14.23
20044986,Callum Ross,"DM, M (C)",29,"6'2""",0,475,,30/6/2024,3815,Spennymoor,Vanarama National League North,1,46,87.0,60.0,74.0,6.7,8.78,60.0,0.0,74.0,2.95,2.08,0.28,8.78,6.7
29233083,Andres De Gracia,"DM, M (C)",21,"5'11""",0,325,,30/6/2025,2523,Eastbourne Borough,Vanarama National League South,1,57,87.0,60.0,74.0,8.74,11.77,60.0,0.0,74.0,2.53,1.39,0.39,11.77,8.74
2000105676,Joshua Lett,D (L),19,"5'9""",0,575,,30/6/2025,3546,Weston-super-Mare,Vanarama National League South,1,50,85.0,59.0,80.0,15.13,13.83,59.0,0.0,80.0,3.22,2.01,0.86,13.83,15.13
29191776,Dylan Crowe,D/WB (R),23,"5'11""",0,475,,30/6/2024,2176,King's Lynn,Vanarama National League North,1,50,79.0,59.0,79.0,15.97,14.06,59.0,0.0,79.0,4.01,2.4,0.37,14.06,15.97
2000077960,Azeem Abdulai,"DM, M (C)",21,"6'1""",0,"1,900",,30/6/2025,4140,Yeovil,Vanarama National League South,1,50,89.0,59.0,85.0,5.5,16.28,59.0,0.0,85.0,3.17,2.26,0.43,16.28,5.5
28128056,Joe Oliver,D/WB (R),21,"6'0""",0,375,,30/6/2025,4139,Blyth,Vanarama National League North,1,64,85.0,59.0,84.0,18.96,13.2,59.0,0.0,84.0,3.22,1.8,0.63,13.2,18.96
2000146810,Owen Cochrane,D (R),19,"5'10""",0,400,,30/6/2024,3284,Bishop's Stortford,Vanarama National League North,1,50,84.0,59.0,79.0,10.91,11.87,59.0,0.0,79.0,3.75,2.38,0.74,11.87,10.91
2000059228,Leo Hamblin,D (LC),21,"6'0""",0,0,,-,2526,Weymouth,Vanarama National League South,1,50,82.0,58.0,80.0,15.14,10.8,58.0,0.0,80.0,3.60,2.17,0.78,10.8,15.14
29217427,Aaron Skinner,"D (RLC), WB (R), DM, M (C)",22,"5'9""",0,425,,30/6/2025,3869,Hereford,Vanarama National League North,1,50,82.0,58.0,81.0,11.58,14.1,58.0,0.0,81.0,3.37,2.58,0.77,14.1,11.58
29217526,Blaine Rowe,D/WB (R),22,"5'9""",0,725,,30/6/2024,3452,Darlington,Vanarama National League North,1,49,85.0,58.0,84.0,15.83,12.07,58.0,0.0,84.0,3.44,2.5,0.63,12.07,15.83
2000191712,Brandon Powell,D/WB (L),18,"5'11""",0,775,,30/6/2025,1170,Peterborough Sports,Vanarama National League North,1,47,82.0,58.0,84.0,15.38,11.0,58.0,0.0,84.0,3.46,1.62,0.69,11.0,15.38
8611502,James Curtis,D (C),42,"6'7""",0,350,,30/6/2024,1965,Spennymoor,Vanarama National League North,1,46,80.0,93.0,75.0,9.39,13.33,93.0,0.0,75.0,7.92,0.96,0.27,13.33,9.39
2000191835,Lucien Mahovo,D (C),18,"6'2""",0,350,,30/6/2025,3741,Alfreton,Vanarama National League North,1,51,79.0,89.0,78.0,9.74,15.61,89.0,0.0,78.0,9.26,1.03,0.58,15.61,9.74
29128330,Marcus Poscha,D (C),27,"5'11""",0,230,,30/6/2024,3144,Curzon Ashton,Vanarama National League North,1,46,76.0,88.0,79.0,12.22,13.63,88.0,0.0,79.0,8.19,1.32,0.54,13.63,12.22
28127061,Ludwig Francillette,D (C),25,"6'4""",0,"1,100",,30/6/2024,1103,Eastleigh,Vanarama National League,1,54,83.0,87.0,92.0,4.73,10.44,87.0,0.0,92.0,8.08,0.9,0.33,10.44,4.73
89007828,Tom Broadbent,D (C),32,"6'3""",0,925,,30/6/2024,1934,South Shields,Vanarama National League North,1,50,82.0,85.0,84.0,10.84,14.33,85.0,0.0,84.0,7.59,0.74,0.74,14.33,10.84
2000124630,Charlie Hickingbottom,D (C),19,"6'2""",0,475,,30/6/2025,2662,Farsley,Vanarama National League North,1,46,81.0,84.0,79.0,9.23,13.59,84.0,0.0,79.0,8.18,1.01,0.37,13.59,9.23
29037157,Joe McNerney,D (C),34,"6'3""",0,650,,31/5/2025,2191,Havant & W,Vanarama National League South,1,48,78.0,83.0,80.0,4.72,14.87,83.0,0.0,80.0,8.01,1.15,0.53,14.87,4.72
2000044538,Lebrun Mbeka,"D (C), DM",27,"6'6""",0,350,,30/6/2024,3587,Spennymoor,Vanarama National League North,1,46,85.0,83.0,78.0,8.53,13.07,83.0,0.0,78.0,6.57,1.68,0.23,13.07,8.53
29189397,Max Ram,D (RC),23,"6'3""",0,350,,30/6/2024,3971,Gloucester,Vanarama National League North,1,47,86.0,82.0,83.0,11.67,16.34,82.0,0.0,83.0,7.75,2.9,0.75,16.34,11.67
2000139665,Olly Evans,D (LC),19,"6'1""",0,400,,30/6/2024,3191,Bishop's Stortford,Vanarama National League North,1,50,82.0,82.0,79.0,10.86,14.3,82.0,0.0,79.0,6.43,3.13,0.79,14.3,10.86
28100544,Reiss Greenidge,D (C),27,"6'6""",0,650,,30/6/2024,2587,Maidstone,Vanarama National League South,1,50,79.0,82.0,71.0,4.77,12.73,82.0,0.0,71.0,7.24,0.87,0.52,12.73,4.77
90043947,Jake Lawlor,D (C),33,"6'4""",0,525,,30/6/2024,3636,Darlington,Vanarama National League North,1,49,82.0,81.0,84.0,9.6,14.18,81.0,0.0,84.0,8.96,1.21,0.42,14.18,9.6
29188482,Kevin Berkoe,D/WB/M (L),23,"5'11""",0,325,,30/11/2027,"1,168",Longford,Irish First Division,2,50,86.0,63.0,85.0,13.18,14.26,63.0,0.0,85.0,3.85,3.16,0.85,14.26,13.18
29072743,Zak Mills,D/WB (R),32,"6'0""",0,500,,30/6/2027,"2,009",South Shields,Vanarama National League,2,50,86.0,71.0,83.0,13.53,11.33,71.0,0.0,83.0,5.15,1.70,0.63,11.33,13.53
29233083,Andres De Gracia,"DM, M (C)",22,"5'11""",0,600,Balanced,30/6/2027,"2,997",Eastbourne Borough,Vanarama National League South,2,50,89.0,64.0,79.0,8.08,12.58,64.0,0.0,79.0,2.73,1.77,0.24,12.58,8.08
29157526,Ben Hedley,D/WB (RL),26,"5'10""",0,575,Balanced,30/6/2026,"3,780",Radcliffe,English Northern Premier League Premier Division,2,49,85.0,72.0,81.0,12.12,11.57,72.0,0.0,81.0,4.50,1.86,0.40,11.57,12.12
29243919,Sam Dreyer,D (C),22,"6'3""",0,375,,30/6/2026,"3,989",Salisbury,Vanarama National League South,2,50,85.0,77.0,82.0,4.35,16.58,77.0,0.0,82.0,6.11,0.95,0.59,16.58,4.35
2000027046,Mathew Mallon,D (R),21,"6'3""",0,625,,30/6/2026,"3,910",Chester,Vanarama National League North,2,50,79.0,87.0,86.0,15.84,18.55,87.0,0.0,86.0,9.00,2.23,0.55,18.55,15.84
28126250,Kwaku Oduroh,WB (R),22,"6'0""",0,700,,30/6/2026,"1,067",Sutton,Sky Bet League Two,2,50,87.0,63.0,90.0,17.21,9.78,63.0,0.0,90.0,3.37,2.28,0.76,9.78,17.21
28127268,Eddie Jackson,D (R),22,"5'9""",0,170,Determined,30/6/2026,"2,381",Connah's Quay,JD Cymru Premier,2,50,82.0,70.0,71.0,11.83,11.49,70.0,0.0,71.0,4.61,1.36,0.45,11.49,11.83
2000091553,CJ Clarke,"D (R), DM, M (C)",22,"5'10""",0,500,Balanced,30/6/2026,"2,072",South Shields,Vanarama National League,2,50,88.0,62.0,77.0,11.86,9.03,62.0,0.0,77.0,1.87,1.91,0.17,9.03,11.86
2000048045,Ryan Bartley,D (C),21,"5'11""",0,925,,30/6/2026,"1,234",Forest Green,Sky Bet League Two,2,50,82.0,75.0,74.0,8.17,6.42,75.0,0.0,74.0,5.18,1.02,0.80,6.42,8.17
29128545,Kyron Farrell,D/WB/M (L),27,"5'11""",0,300,Balanced,30/6/2026,"4,350",Bath City,Vanarama National League South,2,50,85.0,70.0,74.0,13.14,13.10,70.0,0.0,74.0,4.41,2.40,0.64,13.10,13.14
2000110565,Dan Myers,D (LC),23,"6'1""",0,240,Balanced,30/6/2026,"2,501",Spennymoor,Vanarama National League North,2,44,85.0,74.0,80.0,10.47,14.14,74.0,0.0,80.0,6.77,2.38,0.72,14.14,10.47
2000117449,Harry Scarborough,"AM (R), ST (C)",22,"6'3""",0,325,Balanced,30/6/2026,"1,165",Boston Utd,Vanarama National League North,2,50,85.0,67.0,75.0,10.12,4.94,67.0,0.0,75.0,7.18,0.93,-,4.94,10.12
28124744,Cardo Siddik,D (C),22,"6'3""",0,600,Balanced,30/6/2025,"3,587",Darlington,Vanarama National League North,2,48,84.0,85.0,73.0,9.66,14.38,85.0,0.0,73.0,8.23,1.33,0.63,14.38,9.66
29219537,Brad Nicholson,"D (LC), WB (L)",26,"6'2""",0,325,Balanced,30/6/2025,"3,576",Boston Utd,Vanarama National League North,2,50,84.0,62.0,78.0,13.69,10.17,62.0,0.0,78.0,3.35,2.09,0.45,10.17,13.69
2000130212,Jayden Barber,D/WB (R),19,"6'3""",0,475,Fairly Determined,30/6/2025,"1,912",Worthing,Vanarama National League,2,50,85.0,64.0,80.0,15.96,12.43,64.0,0.0,80.0,4.10,2.21,0.19,12.43,15.96
2000207269,Harvey Fletcher,"DM, M (C), AM (R)",18,"5'3""",0,275,Balanced,30/6/2025,"1,657",Hyde,English Northern Premier League Premier Division,2,50,72.0,75.0,74.0,0.33,0.60,75.0,0.0,74.0,0.33,2.17,-,0.60,0.33
2000055713,Michael Stone,M (C),20,"5'9""",0,475,,30/6/2025,"3,150",Mickleover,English Isthmian League North Division,2,50,72.0,63.0,75.0,0.11,0.31,63.0,0.0,75.0,0.14,1.97,-,0.31,0.11
2000135239,Edward Gyamfi,"D (R), DM, M (C)",21,"5'10""",0,325,Balanced,30/6/2025,"3,838",Tamworth,Vanarama National League North,2,53,87.0,62.0,73.0,6.64,8.82,62.0,0.0,73.0,2.16,1.45,0.35,8.82,6.64
28099015,Ben Pollock,"D (C), DM, M (C)",27,"6'1""",0,475,Balanced,30/6/2025,"3,237",Spennymoor,Vanarama National League North,2,44,79.0,71.0,80.0,9.87,12.85,71.0,0.0,80.0,6.34,0.89,0.36,12.85,9.87
2002083560,Yusuf Ulusoy,D (L),25,"5'10""",0,300,Light-Hearted,30/6/2025,"1,438",Leamington,Vanarama National League North,2,52,82.0,62.0,82.0,11.33,14.65,62.0,0.0,82.0,4.76,2.88,1.13,14.65,11.33
2000042595,Jack Leckie,D (C),21,"6'6""",0,0,,-,"2,433",Warrington,Vanarama National League North,2,47,73.0,64.0,74.0,11.28,13.76,64.0,0.0,74.0,5.59,1.37,0.81,13.76,11.28
2000052149,Harvey Sutcliffe,D (R),21,"5'9""",0,0,,-,"2,006",Penybont,JD Cymru Premier,2,50,85.0,61.0,91.0,14.18,11.93,61.0,0.0,91.0,3.77,2.29,0.58,11.93,14.18
89061032,Jordan Cullinane-Liburd,D (C),29,"6'3""",0,0,,-,"3,501",Tamworth,Vanarama National League North,2,53,81.0,83.0,71.0,14.32,15.50,83.0,0.0,71.0,8.71,1.05,0.46,15.50,14.32
2000207729,Harvey Warren,D (RC),21,"6'1""",0,0,Balanced,-,"1,134",Leamington,Vanarama National League North,2,52,83.0,71.0,72.0,9.92,14.37,71.0,0.0,72.0,6.51,1.03,0.32,14.37,9.92
28048010,Matt Dolan,"D (C), DM",32,"5'9""",0,325,,30/6/2025,"3,273",Scarborough Athletic,Vanarama National League,2,50,86.0,63.0,73.0,3.74,15.73,63.0,0.0,73.0,4.65,0.99,0.41,15.73,3.74
